,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Overall_happiness_score,Num_of_kids_born_last_10_years,Looking_at_poles_int,Married_int,Gender_int,Voting_time_int,Financial_agenda_matters_int,Will_vote_only_large_party_int,Age_group_int,Most_Important_Issue_Social,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Healthcare,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Other,Most_Important_Issue_Military,Main_transportation_Car,Main_transportation_Public_or_other,Main_transportation_Foot_or_bicycle,Main_transportation_Motorcycle_or_truck,Occupation_Services_or_Retail,Occupation_Public_Sector,Occupation_Student_or_Unemployed,Occupation_Hightech,Occupation_Industry_or_other
5821,4.0,1076.405935,181414.3707,358.8019783000001,505.6114005,0.410267718,,7.651884276,5.211165471,0.606278623,4.964321293,7171.0,94.4852839,431.4046511,5918.923307,53995.76233,255642.8883,20.77028288,73.78916352,47.80467912,129107.6616,70.0,1.0,675.5209006,11.0,473.39114910000006,2.0,,0.0,,0.0,0.0,2.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5822,4.0,575.2487755,92072.38588,191.7495918,480.1699185,,0.159233212,0.051051807000000005,,4.388467332,4.815843566,9169.0,31.31088079,526.6870395,,60138.86758,230563.1506,22.94966317,79.42374141,53.74203289,36969.65557,60.0,2.0,735.9704536,10.0,427.8702524,0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5823,1.0,267.244866,24328.16601,89.08162199,273.0997199,0.612157711,0.053144738,3.328798462,5.22308693,7.170310579,7.515095444,4486.0,36.13894975,370.3980991,3471.793397,43141.52767,74583.45698999999,19.24572937,285.2819944,10.16170103,8034.616998,100.0,5.0,553.4287937999999,11.0,385.5210652,0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5824,10.0,1677.239057,29314.22729,559.0796856000002,,0.669731677,0.280206285,3.494547999,1.858803174,9.701370192,3.776146872,7072.0,98.93603958,293.6756786,1111.6813960000004,30249.69843,2749.219891,17.13696819,550.3873329,90.77879568,313139.1745,80.0,1.0,397.0358258,14.0,254.96882940000003,0.0,1.0,1.0,0.0,1.0,0.0,2.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5825,6.0,225.2742659,38886.4921,75.09142198,517.8553165,0.288388713,0.479208684,7.447553964,1.676807965,7.210133669,4.349079963,8157.0,40.20986324,511.8612262,6202.275618,59129.26727999999,268174.1289,22.62435029,94.76796856,97.44532553,5723.813077000002,30.0,3.0,716.3047395,7.0,407.6882085,3.0,0.0,0.0,1.0,1.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5826,3.0,400.923371,64880.55928,133.6411237,485.4834912,0.976169913,0.655767885,5.754488234,2.071514765,6.497559824,8.074170428,3524.0,15.25536808,468.7818461,5792.398604,56351.23058,,21.65137054,52.26823092,86.96743171,18003.59106,100.0,0.0,700.7881745,10.0,460.6723278,1.0,0.0,1.0,0.0,1.0,1.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5827,6.0,185.1332167,23956.78932,61.71107222,388.2089301,0.949418703,0.601535911,5.0242643430000005,0.8470819470000001,5.023543607,3.080497929,8472.0,86.73921698,480.4970346,4843.08337,56517.86802,150706.1734,21.92024258,113.48338400000002,9.917753539,3879.967507,90.0,1.0,720.8019946000002,15.0,499.0675408,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5828,1.0,272.18478710000005,63732.50734,90.72826238,702.4548434999998,0.317593823,0.456614591,4.918944857,0.036892684,6.356315569,6.738874395,,43.15527515,649.0708987,8322.690231999999,75110.25028,493442.8071,25.47686988,251.6646627,61.43187105,8332.345856,70.0,,898.8189898,8.0,488.8193932,0.0,0.0,0.0,0.0,1.0,1.0,,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5829,1.0,1286.039998,111874.8239,428.6799992,260.9751427,0.302682849,0.908953155,1.245854897,6.012083006,1.397208914,5.713093486,6015.0,10.97648705,547.1625932999998,3704.076613,57868.29591,68108.02507999999,23.39150686,256.4491423,74.56768197,184205.2217,100.0,4.0,728.515827,13.0,419.9439574,1.0,1.0,1.0,0.0,1.0,1.0,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5830,6.0,412.9940584,70704.86946,137.6646861,513.6020823,0.720411378,0.684934112,0.8697907020000001,1.537254241,6.462773522000001,9.993718338999999,3534.0,79.92434145,455.2916801,6046.604183,56679.1983,263787.0989,21.337565,46.74395286,11.36470332,19099.2305,100.0,1.0,711.6581223,10.0,501.070804,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5831,6.0,683.5779200000002,62533.32214,227.8593067,274.43830610000003,0.628942094,0.45610565,4.786504579,2.713052388,4.913601163,9.781218225,6763.0,50.13619184,382.2675924,3508.9182450000008,43814.13316000001,75316.38382999999,19.5516647,284.6010313999999,85.44243891,52157.72293,100.0,1.0,557.7297629,11.0,372.4901983,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5832,8.0,774.688288,101165.5945,258.2294293,391.766325,0.53196479,0.958975098,1.47138993,7.524773926,2.362906991,2.99757418,9027.0,23.86815038,398.9724455,4715.608141,51389.66763,153480.8534,19.97429462,158.66405419999995,76.19616468,66950.6676,60.0,1.0,676.7701913,8.0,557.0367156000002,1.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5833,2.0,322.2296849,45728.96549,107.409895,425.7425772,0.776467109,0.345238627,0.5451187470000001,9.440808608,4.694209138,6.7827460010000005,4942.0,30.03376976,496.4262709,5250.278314,59164.34799,181256.742,22.28062546,80.54141205,88.12271296,11654.29543,70.0,3.0,754.8496951000002,11.0,530.9835871,0.0,0.0,1.0,1.0,1.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5834,4.0,1353.834753,118732.6565,451.2782509,263.1029887,0.615017024,0.797461467,4.988309012,0.8142397090000001,8.117400405,4.843626409,4573.0,2.371746744,350.7644812,3332.558849,48479.68008,69223.18264,18.72870741,340.2266185000001,33.65085477,204113.338,100.0,2.0,688.6455227000001,15.0,693.2943815,1.0,1.0,1.0,1.0,0.0,1.0,2.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5835,9.0,157.2066716,19570.93682,52.40222385,373.4753105,0.214769557,0.6284107179999999,5.60481363,0.145167543,0.678810638,8.824089942999999,9726.0,25.01320983,412.086696,4558.926497,47438.09667,139483.8076,20.29991862,212.854139,75.52459391,2808.395289,30.0,1.0,584.7925293999998,7.0,353.1339439,0.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5836,2.0,417.3231074,42993.91756,139.1077025,309.0692808,,0.761055659,6.331181664,5.022918032,1.783872743,3.699077326,8683.0,89.10966415,385.5405863,3861.77398,45234.48326,95523.82033,19.63518745,245.1740249,26.24868758,19500.06059,70.0,1.0,576.525164,7.0,397.2634166,1.0,0.0,1.0,0.0,1.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5837,4.0,529.8502445,86000.99577000001,176.6167482,486.9356766,0.283385675,0.252194537,8.108495611,0.164329514,,1.050704794,9650.0,14.37943764,,5712.55292,51658.82843,237106.3532,20.532853600000006,112.9858281,92.07274374,31380.092480000007,100.0,2.0,637.98131,9.0,419.6989458000001,,0.0,1.0,0.0,0.0,1.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5838,9.0,642.9486797000002,99339.45694,214.3162266,463.5181317,0.194290222,0.34342083799999995,4.338710208,1.568648615,2.052149652,0.992407049,8201.0,18.77430528,548.2682877999998,5731.717893,61938.6101,214849.0584,23.41512946,82.87674059999998,37.66323095,46155.7612,30.0,3.0,761.4745512999998,8.0,443.3625582,0.0,0.0,1.0,1.0,1.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5839,2.0,1008.965105,91692.41247,336.3217017,272.6330534,0.625251894,0.857721677,0.848829718,4.823156563,8.473402542999999,8.40061567,9239.0,84.18345649,471.5006342,3669.331803,56710.39374,74328.78182,21.71406536,260.6196079,70.04413919,113458.6087,100.0,0.0,763.6917261,15.0,624.1556998,0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5840,,72.84149691,9634.698593,24.28049897,396.80809710000005,0.390943208,0.997780881,7.627178088,7.956072974,3.50258217,2.301954636,6621.0,96.24679221,384.9478391,4737.97665,47065.78265,157456.6659,19.62008764,176.8190941,36.77419967,623.8231292,30.0,1.0,593.1820795,5.0,414.0964292,5.0,0.0,1.0,1.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5841,4.0,121.0432752,13112.75711,40.34775841,324.9934478,0.815782528,0.189273543,5.419294476,9.253519333,8.871312428,7.098776831,6109.0,23.02530471,366.3183175,3982.571113,43786.16094,105620.7411,19.13944402,246.4431499,65.22633459,1678.289367,80.0,3.0,556.8772855000002,7.0,389.38291,4.0,0.0,1.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5842,1.0,1168.037342,13858.37239,389.3457808,35.59399658,0.851971155,0.307373681,1.429353519,6.593458707999999,4.891321843,2.305755406,8490.0,76.59370849999998,50.52763073,456.9952272,13556.92836,1266.932592,7.108279027000001,656.0356596,52.09838036,151989.4828,80.0,0.0,242.72165780000003,12.0,387.3747809,1.0,1.0,1.0,0.0,0.0,1.0,2.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5843,4.0,595.2158404,55694.14891,198.4052801,280.7090057,0.904228623,0.806442203,5.64984672,7.169084700000001,3.883033413,2.42303777,5080.0,69.8829026,500.00655030000013,3807.103158,59400.90854,78797.54589,22.36082624,258.0473985,77.05145257,39573.06046,70.0,1.0,796.0840007,13.0,636.0144097,1.0,0.0,1.0,0.0,1.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5844,2.0,988.3390217,170184.2764,329.4463406000001,516.5766179999998,0.002955152,0.31132513,7.6722444360000015,6.099844007000001,2.505783318,0.420128866,5678.0,50.41217452,471.7300391,6109.226258,57469.96648,266851.4023,21.71934711,40.57469672,59.16824474,108874.3377,70.0,1.0,714.2529762,7.0,476.0765584,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5845,7.0,890.4922423,200240.8091,296.8307474,674.5959132,0.567426075,0.897113095,4.380678546,7.483642211,6.044255174,6.862441147999999,6752.0,38.41531326,647.5341977,8041.027528,74415.58742000001,455079.6461,25.44669326,229.1040799,81.85744847,88415.32336000002,90.0,3.0,892.5169143999998,8.0,484.5530903,1.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5846,1.0,566.0919596,79249.42372,188.6973199,419.9817134,0.265220571,0.107519042,6.442183249,1.501847599,3.013193102,8.911027617,9880.0,51.50190273,443.1061046,5086.029343,55507.9118,176384.6396,21.05008562,115.974719,49.00363905,35805.37585,60.0,2.0,721.6574546,11.0,561.7275783,0.0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5847,2.0,,268507.7916,420.4106085,638.6798671,0.745998148,0.25015820000000005,2.420677044,7.55344575,5.044808211,9.05524652,8035.0,72.64268401,227.13046180000003,6841.0595950000015,32242.09702,407911.9727,15.07084808,472.73097919999987,31.97171635,177175.4903,90.0,3.0,338.1571922,13.0,139.7435799,0.0,1.0,0.0,0.0,0.0,0.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5848,10.0,1098.909372,88218.45314,366.3031241000001,240.8345639,0.266235801,0.273246212,4.269486577,5.709192513,9.176735028,2.656025912,3672.0,41.41603231,94.69484229,2597.735323,20324.95109,58001.28715,9.731127492999999,496.7270017,48.78088401,134554.2819,70.0,3.0,297.4648171,10.0,376.3120052,2.0,1.0,1.0,1.0,0.0,1.0,2.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5849,6.0,171.6731763,21120.53274,57.22439209,369.0826931,0.029097791,0.291184807,6.695738512,9.213406281000001,3.446885226,6.214304559,4128.0,16.08383146,505.3273286,4701.4815880000015,59210.74507999999,136222.0343,22.47948684,138.1906705,28.54504953,3341.855442,80.0,1.0,763.6627132,11.0,543.9196962,2.0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5850,5.0,448.2797681,62947.19602999999,149.4265894,421.2583336,0.136508869,0.4735914570000001,2.22030374,3.136021048,5.791584017999999,0.062378403,8090.0,63.88389920000001,420.523702,5053.63074,52712.68009,177458.5836,20.50667457,113.2853035,90.60085765,22487.7322,80.0,1.0,679.4969967999998,14.0,517.7996633,0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5851,3.0,2064.217667000001,338049.7995,688.0725556,491.299641,0.905976196,0.797851158,1.088435454,1.721346988,2.880754666,4.689127475,3209.0,50.19629025,449.2221717,5811.440753,54869.67009,241375.3372,21.19486192,65.22860781,14.85562348,474141.9143,60.0,3.0,683.4256242,8.0,459.99141110000005,0.0,1.0,1.0,1.0,1.0,0.0,2.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5852,2.0,86.06482067,11264.26908,28.68827356,392.6436724,0.544769308,0.71983509,7.183606897000001,0.563939002,6.649204374,6.99004855,6868.0,89.51175009999999,464.1772671,4854.791259000001,56332.69192999999,154169.0535,21.54477355,121.6107021,71.64465766,861.7053133,30.0,1.0,729.2753886,8.0,544.5029619,1.0,0.0,,0.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5853,2.0,68.80297138,11303.82299,22.93432379,492.8779714,0.094315357,0.27590481,5.477271513,3.960167759,7.307747556,1.5915088869999998,4598.0,88.3156298,464.178553,5857.1368200000015,55738.34371,242928.6947,21.54480339,66.37973170000001,79.99894191,558.9175317,40.0,1.0,689.3340157,9.0,444.5710417,0.0,0.0,1.0,0.0,1.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5854,1.0,2304.032412,385193.8187,768.010804,,0.123540629,0.151906073,6.534637543,2.21069243,1.664062897,7.164096504,4988.0,53.12361892,493.0307704,6001.5355,58769.24823,251549.7903,22.20429622,31.24049324,74.19996993,590618.6058,70.0,3.0,728.6754952,9.0,469.5861245,0.0,1.0,0.0,1.0,1.0,1.0,,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5855,10.0,81.3293522,7354.843116,27.10978407,271.2984765,0.246809488,0.7792509440000001,5.326915665,6.5978520010000015,8.529819958,3.009708009,5042.0,6.862552976,476.439007,3665.862779,56846.39231,73602.86335,21.82748284,256.56917630000004,69.38367358,772.0501762,60.0,2.0,762.8640333,11.0,613.8781586,0.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5856,6.0,511.9114721,83451.71803999999,170.6371574,489.0594717,0.818818285,0.8749901259999999,6.539096381,5.670150297,6.084969291,1.534860171,9905.0,29.04701857,488.4527653,5867.500247,57599.95382,239179.1668,22.10096752,58.31070661,58.43815196,29297.67664,30.0,2.0,710.4639051,7.0,443.9009384,3.0,0.0,1.0,0.0,1.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5857,10.0,87.01177697,8030.168774,29.00392566,276.864893,0.271919455,0.360256323,2.052756296,3.609810015,3.92633629,1.650839429,5739.0,26.65349413,490.8376914,3750.324313,58923.28229,76654.16900000001,22.15485706,269.0121457,4.404793144,880.2316291000002,100.0,2.0,794.4309288,13.0,649.9810344,1.0,0.0,1.0,1.0,1.0,1.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5858,5.0,1036.543524,188454.0151,345.5145082,545.4301068,0.92090453,0.592447553,0.7225050359999999,9.496401881,4.036727245,2.078307734,5262.0,88.99124414,718.6804645,6891.661997,75743.11293999999,297494.0014,26.80821636,248.845824,,119735.7899,80.0,2.0,896.4937757000001,13.0,390.2766938,2.0,1.0,0.0,1.0,0.0,0.0,2.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5859,5.0,783.3747940000002,99964.09997,261.1249313,,0.065238643,0.259134374,2.44188135,2.48993163,7.310792683,7.061000417000001,5514.0,83.20284740000002,334.961478,4498.132674,45619.16937,146551.8964,18.30195285,205.4801442,37.83296894,68457.3547,60.0,1.0,607.4494841,8.0,535.4041136,0.0,0.0,1.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5860,4.0,152.4423743,22522.702,50.81412477,443.2370349,0.6031361470000001,0.64669203,2.827626124,6.972140975,6.4477460970000005,7.434559113,9792.0,24.70272905,377.4267739,5187.223897,48288.77882,196459.0691,19.42747472,141.1309575,4.272992769,2642.889401000001,70.0,1.0,613.5644807,10.0,459.1133612,0.0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5861,7.0,567.1062442000001,80760.06104,189.0354147,427.2218576,0.368720448,0.179799118,7.824496811,9.914994992,,6.857721934,8507.0,22.83431424,348.6425544,4969.5036850000015,47311.5573,182518.5156,18.67197243,170.36036380000004,10.04534834,35933.42343,90.0,2.0,620.7913841,12.0,528.5817986999998,2.0,0.0,1.0,0.0,1.0,1.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5862,6.0,145.455422,22040.23109,48.48514067,454.5770267,0.604363799,0.200736403,0.248563373,7.303352051,3.239351495,9.661374709,4149.0,57.10422162,406.2791594,5358.328586,48414.9208,206640.2732,,177.82913069999995,64.86947951,2409.294006,40.0,5.0,589.0389155,7.0,355.8599388,0.0,0.0,1.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5863,5.0,-288.7687781,-64160.28378,-96.25625937,666.5570031000002,0.8503951390000001,0.765581776,6.090415451,0.256521716,0.132712012,3.614978511,4126.0,3.36177235,533.8419408,7733.253912,62130.73711,444298.2383,23.10501982,225.4842442,42.09134418,9179.011209,80.0,4.0,723.0245947000002,12.0,351.8222954,0.0,1.0,0.0,1.0,0.0,1.0,2.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5864,8.0,225.7581799,29780.12582,75.25272664,395.7348411,0.259512346,0.763586544,6.27126558,4.014064039,4.581433542,9.632845395,,78.26050096,402.843272,4763.034955,49637.23932,156606.0645,20.07095593,146.8831365,60.16054803,5748.225593,90.0,2.0,634.3560213999998,15.0,464.447185,0.0,0.0,1.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5865,1.0,1022.432005,172545.0199,340.8106684,506.278224,0.554923425,0.276775898,6.117806053,2.29209356,0.402218523,7.953712689,3506.0,95.62224497,449.3114438,5961.405127,56576.36072,256317.6401,21.196967800000003,55.93935416,55.22042566,116502.7224,90.0,2.0,716.4149786,9.0,522.8137134,2.0,0.0,0.0,1.0,1.0,1.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5866,6.0,,19637.5451,58.75197763,334.2448355,0.411402405,0.549624779,0.55244881,6.5017535120000005,3.3996254,9.097242048,3300.0,55.29665819,381.1554605,4104.759276,45570.04316,111719.6101,19.52320313,223.54304680000004,52.15852438,3520.5468530000007,90.0,3.0,580.7131831,8.0,408.4975702,0.0,0.0,1.0,1.0,1.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5867,7.0,323.8373104,35387.37794,107.9457701,327.8255174,0.316788025,0.640279146,8.056919377,2.072848389,3.134317512,5.607513517999999,9413.0,27.00773145,,4279.343016,60255.57226,107469.5698,22.37283891,219.7065273,24.48287087,11770.23506,90.0,0.0,,11.0,636.4793384999998,0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5868,2.0,478.875344,48593.77103,159.62511469999995,304.4243453,0.483911019,0.206629706,9.599143012999999,4.934723119,2.036649988,6.559348074,3552.0,27.17993739,293.0470109,3630.337475,41388.44084,92674.18204,17.11861592,290.04443389999994,40.45694638,25649.80234,,2.0,571.7818333,8.0,555.1941779,0.0,0.0,1.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5869,5.0,173.1331003,18265.55063,57.71103344,316.5001481,0.422649156,0.939103679,9.324635796,5.056238004,6.7829882260000005,5.854092163,7784.0,6.023412081,391.7161529,3948.433787,46089.08507,100172.3438,19.79182035,232.3006027,5.372839118,3398.274414,90.0,3.0,587.9182549999998,9.0,407.4474051,1.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5870,8.0,1043.343832,17921.6634,347.7812774,51.53142094,0.701404936,0.164663845,7.234308235,4.789019346,7.457765685,4.276898997,8615.0,29.75478093,497.3475528,1510.009315,46828.80922,,22.30129038,504.9113963,4.493896035,121309.5982,,3.0,586.7870447,10.0,268.0422102,0.0,1.0,1.0,0.0,0.0,1.0,2.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5871,1.0,884.7921292999998,96887.73638,294.9307098000001,328.5101658000001,0.148656308,,1.038825507,3.763246117,2.126198725,3.779643329,8843.0,53.0472754,383.4759083,4052.053475,46117.93698,107918.9291,19.5825409,219.3189355,52.51315464,87289.05428,100.0,2.0,592.2226274,9.0,428.4865868,0.0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5872,3.0,693.2532896,88333.35079,231.0844299,382.2557445,0.734045153,0.330019878,3.899264077,1.333146123,6.95883106,3.3054557630000003,3328.0,14.25805006,432.1273507,4686.812147,50132.4654,146119.4542,20.78767305,172.3038786,99.89554381,53641.09816,90.0,4.0,624.1821399,14.0,394.0838995,1.0,0.0,1.0,1.0,1.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
